"","x"
"1401","10468_at"
"1402","10469_at"
"1403","1046_at"
"1404","10471_at"
"1405","10472_at"
"1406","10473_at"
"1407","10474_at"
"1408","10475_at"
"1409","10478_at"
"1410","10479_at"
"1411","1047_at"
"1412","10480_at"
"1413","10481_at"
"1414","10482_at"
"1415","10483_at"
"1416","10484_at"
"1417","10485_at"
"1418","10486_at"
"1419","10487_at"
"1420","10488_at"
"1421","10489_at"
"1422","1048_at"
"1423","10490_at"
"1424","10491_at"
"1425","10492_at"
"1426","10493_at"
"1427","10494_at"
"1428","10495_at"
"1429","10497_at"
"1430","10498_at"
"1431","10499_at"
"1432","104_at"
"1433","10500_at"
"1434","10501_at"
"1435","10505_at"
"1436","10507_at"
"1437","10509_at"
"1438","1050_at"
"1439","10512_at"
"1440","10513_at"
"1441","10514_at"
"1442","10516_at"
"1443","10518_at"
"1444","10519_at"
"1445","1051_at"
"1446","10520_at"
"1447","10521_at"
"1448","10522_at"
"1449","10523_at"
"1450","10524_at"
"1451","10525_at"
"1452","10526_at"
"1453","10527_at"
"1454","10528_at"
"1455","10529_at"
"1456","1052_at"
"1457","10531_at"
"1458","10533_at"
"1459","10534_at"
"1460","10535_at"
"1461","10536_at"
"1462","10537_at"
"1463","10538_at"
"1464","10539_at"
"1465","1053_at"
"1466","10540_at"
"1467","10541_at"
"1468","10542_at"
"1469","10544_at"
"1470","10548_at"
"1471","10549_at"
"1472","1054_at"
"1473","10550_at"
"1474","10551_at"
"1475","10552_at"
"1476","10553_at"
"1477","10554_at"
"1478","10555_at"
"1479","10556_at"
"1480","10557_at"
"1481","10558_at"
"1482","10559_at"
"1483","10560_at"
"1484","10561_at"
"1485","10562_at"
"1486","10563_at"
"1487","10564_at"
"1488","10565_at"
"1489","10566_at"
"1490","10567_at"
"1491","10568_at"
"1492","10569_at"
"1493","1056_at"
"1494","10570_at"
"1495","10572_at"
"1496","10573_at"
"1497","10574_at"
"1498","10575_at"
"1499","10576_at"
"1500","10577_at"
"1501","10578_at"
"1502","10579_at"
"1503","10580_at"
"1504","10581_at"
"1505","10584_at"
"1506","10585_at"
"1507","10586_at"
"1508","10587_at"
"1509","10589_at"
"1510","1058_at"
"1511","10590_at"
"1512","10591_at"
"1513","10592_at"
"1514","10594_at"
"1515","10595_at"
"1516","10598_at"
"1517","10599_at"
"1518","1059_at"
"1519","105_at"
"1520","10600_at"
"1521","10602_at"
"1522","10603_at"
"1523","10606_at"
"1524","10607_at"
"1525","10608_at"
"1526","10609_at"
"1527","1060_at"
"1528","10610_at"
"1529","10611_at"
"1530","10612_at"
"1531","10613_at"
"1532","10614_at"
"1533","10615_at"
"1534","10616_at"
"1535","10617_at"
"1536","10618_at"
"1537","10621_at"
"1538","10622_at"
"1539","10623_at"
"1540","10625_at"
"1541","10627_at"
"1542","10628_at"
"1543","10629_at"
"1544","1062_at"
"1545","10630_at"
"1546","10631_at"
"1547","10632_at"
"1548","10633_at"
"1549","10634_at"
"1550","10635_at"
"1551","10636_at"
"1552","10637_at"
"1553","10638_at"
"1554","1063_at"
"1555","10640_at"
"1556","10641_at"
"1557","10642_at"
"1558","10643_at"
"1559","10644_at"
"1560","10645_at"
"1561","10647_at"
"1562","10648_at"
"1563","10650_at"
"1564","10651_at"
"1565","10652_at"
"1566","10653_at"
"1567","10654_at"
"1568","10655_at"
"1569","10656_at"
"1570","10657_at"
"1571","10658_at"
"1572","10659_at"
"1573","10660_at"
"1574","10661_at"
"1575","10663_at"
"1576","10664_at"
"1577","10665_at"
"1578","10666_at"
"1579","10667_at"
"1580","10668_at"
"1581","10669_at"
"1582","10670_at"
"1583","10671_at"
"1584","10672_at"
"1585","10673_at"
"1586","10675_at"
"1587","10677_at"
"1588","10678_at"
"1589","10681_at"
"1590","10682_at"
"1591","10683_at"
"1592","10686_at"
"1593","10687_at"
"1594","1068_at"
"1595","10690_at"
"1596","10691_at"
"1597","10692_at"
"1598","10693_at"
"1599","10694_at"
"1600","10695_at"
"1601","10699_at"
"1602","1069_at"
"1603","1070_at"
"1604","10712_at"
"1605","10713_at"
"1606","10714_at"
"1607","10715_at"
"1608","10716_at"
"1609","10717_at"
"1610","10718_at"
"1611","1071_at"
"1612","10721_at"
"1613","10723_at"
"1614","10724_at"
"1615","10725_at"
"1616","10726_at"
"1617","10728_at"
"1618","1072_at"
"1619","10730_at"
"1620","10732_at"
"1621","10733_at"
"1622","10734_at"
"1623","10735_at"
"1624","10736_at"
"1625","10737_at"
"1626","10738_at"
"1627","10739_at"
"1628","1073_at"
"1629","10740_at"
"1630","10741_at"
"1631","10742_at"
"1632","10743_at"
"1633","10744_at"
"1634","10745_at"
"1635","10746_at"
"1636","10747_at"
"1637","10748_at"
"1638","10749_at"
"1639","10750_at"
"1640","10752_at"
"1641","10753_at"
"1642","10755_at"
"1643","10758_at"
"1644","1075_at"
"1645","10761_at"
"1646","10762_at"
"1647","10763_at"
"1648","10765_at"
"1649","10766_at"
"1650","10767_at"
"1651","10768_at"
"1652","10769_at"
"1653","10771_at"
"1654","10772_at"
"1655","10773_at"
"1656","10775_at"
"1657","10776_at"
"1658","10777_at"
"1659","10778_at"
"1660","10780_at"
"1661","10781_at"
"1662","10782_at"
"1663","10783_at"
"1664","10785_at"
"1665","10786_at"
"1666","10787_at"
"1667","10788_at"
"1668","10791_at"
"1669","10793_at"
"1670","10794_at"
"1671","10795_at"
"1672","10797_at"
"1673","10798_at"
"1674","10799_at"
"1675","107_at"
"1676","10800_at"
"1677","10801_at"
"1678","10802_at"
"1679","10803_at"
"1680","10804_at"
"1681","10806_at"
"1682","10807_at"
"1683","10808_at"
"1684","10809_at"
"1685","1080_at"
"1686","10810_at"
"1687","10811_at"
"1688","10813_at"
"1689","10814_at"
"1690","10815_at"
"1691","10816_at"
"1692","10817_at"
"1693","10818_at"
"1694","1081_at"
"1695","10825_at"
"1696","10826_at"
"1697","10827_at"
"1698","10838_at"
"1699","10840_at"
"1700","10841_at"
"1701","10842_at"
"1702","10844_at"
"1703","10845_at"
"1704","10846_at"
"1705","10847_at"
"1706","10848_at"
"1707","10849_at"
"1708","1084_at"
"1709","10850_at"
"1710","10855_at"
"1711","10856_at"
"1712","10857_at"
"1713","10858_at"
"1714","10859_at"
"1715","10861_at"
"1716","10863_at"
"1717","10864_at"
"1718","10865_at"
"1719","10866_at"
"1720","10867_at"
"1721","10868_at"
"1722","10869_at"
"1723","10870_at"
"1724","10871_at"
"1725","10873_at"
"1726","10874_at"
"1727","10875_at"
"1728","10876_at"
"1729","10879_at"
"1730","1087_at"
"1731","10880_at"
"1732","10881_at"
"1733","10882_at"
"1734","10884_at"
"1735","10885_at"
"1736","10886_at"
"1737","10888_at"
"1738","1088_at"
"1739","10890_at"
"1740","10891_at"
"1741","10892_at"
"1742","10893_at"
"1743","10894_at"
"1744","10895_at"
"1745","10896_at"
"1746","10897_at"
"1747","10898_at"
"1748","10899_at"
"1749","1089_at"
"1750","108_at"
"1751","10900_at"
"1752","10902_at"
"1753","10903_at"
"1754","10904_at"
"1755","10905_at"
"1756","10906_at"
"1757","10907_at"
"1758","10908_at"
"1759","10910_at"
"1760","10911_at"
"1761","10912_at"
"1762","10913_at"
"1763","10914_at"
"1764","10915_at"
"1765","10916_at"
"1766","10917_at"
"1767","10919_at"
"1768","10920_at"
"1769","10921_at"
"1770","10922_at"
"1771","10923_at"
"1772","10924_at"
"1773","10926_at"
"1774","10927_at"
"1775","10928_at"
"1776","10929_at"
"1777","10930_at"
"1778","10933_at"
"1779","10935_at"
"1780","10936_at"
"1781","10938_at"
"1782","10939_at"
"1783","10940_at"
"1784","10942_at"
"1785","10943_at"
"1786","10944_at"
"1787","10945_at"
"1788","10946_at"
"1789","10947_at"
"1790","10948_at"
"1791","10949_at"
"1792","10950_at"
"1793","10952_at"
"1794","10953_at"
"1795","10954_at"
"1796","10955_at"
"1797","10956_at"
"1798","10957_at"
"1799","10959_at"
"1800","10960_at"
"1801","10961_at"
"1802","10962_at"
"1803","10963_at"
"1804","10964_at"
"1805","10966_at"
"1806","10969_at"
"1807","10970_at"
"1808","10972_at"
"1809","10973_at"
"1810","10974_at"
"1811","10975_at"
"1812","10978_at"
"1813","10979_at"
"1814","10980_at"
"1815","10981_at"
"1816","10982_at"
"1817","10983_at"
"1818","10984_at"
"1819","10985_at"
"1820","10987_at"
"1821","10988_at"
"1822","10989_at"
"1823","10990_at"
"1824","10991_at"
"1825","10992_at"
"1826","10993_at"
"1827","10994_at"
"1828","10998_at"
"1829","10999_at"
"1830","109_at"
"1831","10_at"
"1832","11000_at"
"1833","11001_at"
"1834","11004_at"
"1835","11005_at"
"1836","11006_at"
"1837","11007_at"
"1838","11009_at"
"1839","11010_at"
"1840","11011_at"
"1841","11012_at"
"1842","11013_at"
"1843","11014_at"
"1844","11015_at"
"1845","11016_at"
"1846","11017_at"
"1847","11018_at"
"1848","11019_at"
"1849","1101_at"
"1850","11020_at"
"1851","11021_at"
"1852","11022_at"
"1853","11024_at"
"1854","11025_at"
"1855","11026_at"
"1856","11027_at"
"1857","1102_at"
"1858","11030_at"
"1859","11031_at"
"1860","11033_at"
"1861","11034_at"
"1862","11035_at"
"1863","11037_at"
"1864","1103_at"
"1865","11040_at"
"1866","11041_at"
"1867","11043_at"
"1868","11044_at"
"1869","11045_at"
"1870","11046_at"
"1871","11047_at"
"1872","1104_at"
"1873","11051_at"
"1874","11052_at"
"1875","11054_at"
"1876","11055_at"
"1877","11056_at"
"1878","11057_at"
"1879","11059_at"
"1880","1105_at"
"1881","11060_at"
"1882","11061_at"
"1883","11062_at"
"1884","11063_at"
"1885","11064_at"
"1886","11065_at"
"1887","11066_at"
"1888","11067_at"
"1889","11068_at"
"1890","11069_at"
"1891","1106_at"
"1892","11070_at"
"1893","11072_at"
"1894","11073_at"
"1895","11074_at"
"1896","11075_at"
"1897","11076_at"
"1898","11077_at"
"1899","11078_at"
"1900","11079_at"
"1901","1107_at"
"1902","11080_at"
"1903","11081_at"
"1904","11082_at"
"1905","11083_at"
"1906","11085_at"
"1907","11086_at"
"1908","1108_at"
"1909","11091_at"
"1910","11092_at"
"1911","11093_at"
"1912","11094_at"
"1913","11095_at"
"1914","11096_at"
"1915","11097_at"
"1916","11098_at"
"1917","11099_at"
"1918","1109_at"
"1919","11100_at"
"1920","11101_at"
"1921","11102_at"
"1922","11103_at"
"1923","11104_at"
"1924","11105_at"
"1925","11107_at"
"1926","11108_at"
"1927","11112_at"
"1928","11113_at"
"1929","11116_at"
"1930","11117_at"
"1931","11118_at"
"1932","11119_at"
"1933","1111_at"
"1934","11120_at"
"1935","11122_at"
"1936","11123_at"
"1937","11124_at"
"1938","11126_at"
"1939","11127_at"
"1940","11128_at"
"1941","11129_at"
"1942","1112_at"
"1943","11130_at"
"1944","11131_at"
"1945","11132_at"
"1946","11133_at"
"1947","11135_at"
"1948","11136_at"
"1949","11137_at"
"1950","11138_at"
"1951","1113_at"
"1952","11140_at"
"1953","11141_at"
"1954","11142_at"
"1955","11144_at"
"1956","11145_at"
"1957","11146_at"
"1958","11147_at"
"1959","11148_at"
"1960","11149_at"
"1961","1114_at"
"1962","11151_at"
"1963","11152_at"
"1964","11153_at"
"1965","11154_at"
"1966","11155_at"
"1967","11156_at"
"1968","11157_at"
"1969","11160_at"
"1970","11161_at"
"1971","11162_at"
"1972","11163_at"
"1973","11164_at"
"1974","11166_at"
"1975","11167_at"
"1976","11168_at"
"1977","11169_at"
"1978","1116_at"
"1979","11170_at"
"1980","11171_at"
"1981","11172_at"
"1982","11174_at"
"1983","11176_at"
"1984","11177_at"
"1985","11178_at"
"1986","11179_at"
"1987","1117_at"
"1988","11180_at"
"1989","11181_at"
"1990","11182_at"
"1991","11183_at"
"1992","11184_at"
"1993","11185_at"
"1994","11186_at"
"1995","11187_at"
"1996","11188_at"
"1997","11189_at"
"1998","1118_at"
"1999","11190_at"
"2000","11193_at"
"2001","11194_at"
"2002","11196_at"
"2003","11197_at"
"2004","11198_at"
"2005","11199_at"
"2006","1119_at"
"2007","111_at"
"2008","11201_at"
"2009","11202_at"
"2010","11211_at"
"2011","11212_at"
"2012","11213_at"
"2013","11214_at"
"2014","11215_at"
"2015","11216_at"
"2016","11218_at"
"2017","11219_at"
"2018","1121_at"
"2019","11221_at"
"2020","11222_at"
"2021","11223_at"
"2022","11226_at"
"2023","11227_at"
"2024","11228_at"
"2025","1122_at"
"2026","11230_at"
"2027","11231_at"
"2028","11232_at"
"2029","11234_at"
"2030","11235_at"
"2031","11236_at"
"2032","11237_at"
"2033","11238_at"
"2034","112399_at"
"2035","1123_at"
"2036","11240_at"
"2037","11243_at"
"2038","11244_at"
"2039","11245_at"
"2040","112464_at"
"2041","112476_at"
"2042","112479_at"
"2043","11247_at"
"2044","112483_at"
"2045","112487_at"
"2046","11248_at"
"2047","11249_at"
"2048","1124_at"
"2049","11250_at"
"2050","11251_at"
"2051","11252_at"
"2052","11253_at"
"2053","11254_at"
"2054","11255_at"
"2055","112574_at"
"2056","11257_at"
"2057","11258_at"
"2058","11259_at"
"2059","112609_at"
"2060","11260_at"
"2061","112611_at"
"2062","112616_at"
"2063","11261_at"
"2064","11262_at"
"2065","11264_at"
"2066","11266_at"
"2067","11267_at"
"2068","112703_at"
"2069","11270_at"
"2070","112724_at"
"2071","11273_at"
"2072","112744_at"
"2073","112752_at"
"2074","112755_at"
"2075","11275_at"
"2076","11276_at"
"2077","112770_at"
"2078","11277_at"
"2079","11278_at"
"2080","11279_at"
"2081","112802_at"
"2082","11280_at"
"2083","112812_at"
"2084","112817_at"
"2085","11281_at"
"2086","11282_at"
"2087","11283_at"
"2088","112840_at"
"2089","112849_at"
"2090","11284_at"
"2091","112858_at"
"2092","11285_at"
"2093","112869_at"
"2094","112885_at"
"2095","1128_at"
"2096","112936_at"
"2097","112937_at"
"2098","112939_at"
"2099","112942_at"
"2100","112950_at"
"2101","112970_at"
"2102","1129_at"
"2103","112_at"
"2104","113000_at"
"2105","113026_at"
"2106","113091_at"
"2107","11309_at"
"2108","1130_at"
"2109","113115_at"
"2110","11311_at"
"2111","113130_at"
"2112","11313_at"
"2113","113146_at"
"2114","11314_at"
"2115","11315_at"
"2116","11316_at"
"2117","113174_at"
"2118","113177_at"
"2119","113178_at"
"2120","113179_at"
"2121","11317_at"
"2122","113189_at"
"2123","11318_at"
"2124","11319_at"
"2125","1131_at"
"2126","113201_at"
"2127","11320_at"
"2128","11321_at"
"2129","113220_at"
"2130","11322_at"
"2131","113230_at"
"2132","113235_at"
"2133","113246_at"
"2134","113251_at"
"2135","11325_at"
"2136","113263_at"
"2137","11326_at"
"2138","113277_at"
"2139","113278_at"
"2140","11329_at"
"2141","1132_at"
"2142","11330_at"
"2143","11331_at"
"2144","11332_at"
"2145","11333_at"
"2146","11334_at"
"2147","11335_at"
"2148","11336_at"
"2149","11337_at"
"2150","11338_at"
"2151","11339_at"
"2152","1133_at"
"2153","113402_at"
"2154","11340_at"
"2155","113419_at"
"2156","11341_at"
"2157","11342_at"
"2158","11343_at"
"2159","113444_at"
"2160","11344_at"
"2161","113451_at"
"2162","113452_at"
"2163","11345_at"
"2164","11346_at"
"2165","1134_at"
"2166","113510_at"
"2167","113540_at"
"2168","1135_at"
"2169","113612_at"
"2170","113622_at"
"2171","113655_at"
"2172","113675_at"
"2173","113691_at"
"2174","1136_at"
"2175","113730_at"
"2176","113746_at"
"2177","113763_at"
"2178","113791_at"
"2179","1137_at"
"2180","113802_at"
"2181","113828_at"
"2182","113829_at"
"2183","113835_at"
"2184","113878_at"
"2185","1138_at"
"2186","113_at"
"2187","114026_at"
"2188","114034_at"
"2189","114036_at"
"2190","114038_at"
"2191","114041_at"
"2192","114043_at"
"2193","114044_at"
"2194","114049_at"
"2195","114088_at"
"2196","1140_at"
"2197","114112_at"
"2198","114131_at"
"2199","114132_at"
"2200","114134_at"
"2201","1141_at"
"2202","114294_at"
"2203","114299_at"
"2204","1142_at"
"2205","114327_at"
"2206","1143_at"
"2207","1144_at"
"2208","114548_at"
"2209","114569_at"
"2210","114571_at"
"2211","1145_at"
"2212","114609_at"
"2213","114614_at"
"2214","114625_at"
"2215","114659_at"
"2216","1146_at"
"2217","114757_at"
"2218","114769_at"
"2219","114770_at"
"2220","114771_at"
"2221","114780_at"
"2222","114781_at"
"2223","114783_at"
"2224","114784_at"
"2225","114785_at"
"2226","114786_at"
"2227","114787_at"
"2228","114788_at"
"2229","114789_at"
"2230","114790_at"
"2231","114791_at"
"2232","114792_at"
"2233","114793_at"
"2234","114794_at"
"2235","114795_at"
"2236","114796_at"
"2237","114798_at"
"2238","114799_at"
"2239","1147_at"
"2240","114800_at"
"2241","114801_at"
"2242","114803_at"
"2243","114804_at"
"2244","114805_at"
"2245","114815_at"
"2246","114818_at"
"2247","114819_at"
"2248","114821_at"
"2249","114822_at"
"2250","114823_at"
"2251","114825_at"
"2252","114826_at"
"2253","114827_at"
"2254","114836_at"
"2255","114876_at"
"2256","114879_at"
"2257","114880_at"
"2258","114881_at"
"2259","114882_at"
"2260","114883_at"
"2261","114884_at"
"2262","114885_at"
"2263","114897_at"
"2264","114898_at"
"2265","114899_at"
"2266","114900_at"
"2267","114904_at"
"2268","114905_at"
"2269","114907_at"
"2270","114908_at"
"2271","114915_at"
"2272","114926_at"
"2273","114932_at"
"2274","114960_at"
"2275","114971_at"
"2276","114984_at"
"2277","114987_at"
"2278","114990_at"
"2279","114991_at"
"2280","1149_at"
"2281","114_at"
"2282","115004_at"
"2283","115019_at"
"2284","115024_at"
"2285","115098_at"
"2286","115106_at"
"2287","115111_at"
"2288","115123_at"
"2289","115196_at"
"2290","115201_at"
"2291","115207_at"
"2292","115209_at"
"2293","115265_at"
"2294","115273_at"
"2295","115286_at"
"2296","115290_at"
"2297","115294_at"
"2298","1152_at"
"2299","115330_at"
"2300","115350_at"
"2301","115352_at"
"2302","115353_at"
"2303","115361_at"
"2304","115362_at"
"2305","115399_at"
"2306","1153_at"
"2307","115416_at"
"2308","115426_at"
"2309","1154_at"
"2310","115509_at"
"2311","115548_at"
"2312","115557_at"
"2313","115560_at"
"2314","115572_at"
"2315","115584_at"
"2316","1155_at"
"2317","115650_at"
"2318","115677_at"
"2319","115701_at"
"2320","115703_at"
"2321","115704_at"
"2322","115708_at"
"2323","115727_at"
"2324","115749_at"
"2325","115752_at"
"2326","115761_at"
"2327","115795_at"
"2328","115811_at"
"2329","115817_at"
"2330","115825_at"
"2331","115827_at"
"2332","115861_at"
"2333","1158_at"
"2334","115908_at"
"2335","115939_at"
"2336","115948_at"
"2337","115950_at"
"2338","115992_at"
"2339","115_at"
