"","PROBEID","SYMBOL","ENTREZID","GENENAME"
"406","100505685_at","LOC100505685","100505685","uncharacterized LOC100505685"
"407","100505686_at",NA,NA,NA
"408","100505687_at","LINC00888","100505687","long intergenic non-protein coding RNA 888"
"409","100505697_at",NA,NA,NA
"410","100505702_at","LINC01094","100505702","long intergenic non-protein coding RNA 1094"
"411","100505709_at",NA,NA,NA
"412","100505710_at",NA,NA,NA
"413","100505711_at","LOC100505711","100505711","uncharacterized LOC100505711"
"414","100505715_at","LOC100505715","100505715","uncharacterized LOC100505715"
"415","100505716_at","LOC100505716","100505716","uncharacterized LOC100505716"
"416","100505718_at","LINC01592","100505718","long intergenic non-protein coding RNA 1592"
"417","100505725_at",NA,NA,NA
"418","100505727_at","LOC100505727","100505727","uncharacterized LOC100505727"
"419","100505729_at",NA,NA,NA
"420","100505730_at",NA,NA,NA
"421","100505735_at",NA,NA,NA
"422","100505738_at","MIR4458HG","100505738","MIR4458 host gene"
"423","100505741_at","SPATA1","100505741","spermatogenesis associated 1"
"424","100505746_at","ITGB2-AS1","100505746","ITGB2 antisense RNA 1"
"425","100505750_at",NA,NA,NA
"426","100505758_at","PRMT5-AS1","100505758","PRMT5 antisense RNA 1"
"427","100505760_at",NA,NA,NA
"428","100505761_at","RPARP-AS1","100505761","RPARP antisense RNA 1"
"429","100505763_at",NA,NA,NA
"430","100505768_at","LINC01364","100505768","long intergenic non-protein coding RNA 1364"
"431","100505773_at",NA,NA,NA
"432","100505774_at","LOC100505774","100505774","uncharacterized LOC100505774"
"433","100505776_at","LINC01541","100505776","long intergenic non-protein coding RNA 1541"
"434","100505782_at","LOC100505782","100505782","uncharacterized LOC100505782"
"435","100505783_at","OSER1-AS1","100505783","OSER1 antisense RNA 1 (head to head)"
"436","100505784_at","LOC100505784","100505784","uncharacterized LOC100505784"
"437","100505786_at",NA,NA,NA
"438","100505792_at",NA,NA,NA
"439","100505794_at",NA,NA,NA
"440","100505797_at","LOC100505797","100505797","myosin heavy chain IB-like"
"441","100505801_at",NA,NA,NA
"442","100505806_at","SNHG18","100505806","small nucleolar RNA host gene 18"
"443","100505811_at","LINC02148","100505811","long intergenic non-protein coding RNA 2148"
"444","100505820_at",NA,NA,NA
"445","100505826_at","STK4-AS1","100505826","STK4 antisense RNA 1 (head to head)"
"446","100505828_at",NA,NA,NA
"447","100505832_at","PROX1-AS1","100505832","PROX1 antisense RNA 1"
"448","100505835_at","LINC01532","100505835","long intergenic non-protein coding RNA 1532"
"449","100505838_at",NA,NA,NA
"450","100505839_at","SH3PXD2A-AS1","100505839","SH3PXD2A antisense RNA 1"
"451","100505841_at","LOC100505841","100505841","zinc finger protein 474-like"
"452","100505851_at","LOC100505851","100505851","uncharacterized LOC100505851"
"453","100505853_at","LINC01898","100505853","long intergenic non-protein coding RNA 1898"
"454","100505854_at","APTR","100505854","Alu-mediated CDKN1A/p21 transcriptional regulator (non-protein coding)"
"455","100505862_at",NA,NA,NA
"456","100505870_at","LOC100505870","100505870","uncharacterized LOC100505870"
"457","100505875_at","LINC01088","100505875","long intergenic non-protein coding RNA 1088"
"458","100505876_at","CEBPZOS","100505876","CEBPZ opposite strand"
"459","100505877_at","UBE2E2-AS1","100505877","UBE2E2 antisense RNA 1 (head to head)"
"460","100505878_at","LINC02059","100505878","long intergenic non-protein coding RNA 2059"
"461","100505879_at","KIF25-AS1","100505879","KIF25 antisense RNA 1"
"462","100505880_at",NA,NA,NA
"463","100505881_at","MAGI2-AS3","100505881","MAGI2 antisense RNA 3"
"464","100505890_at","SORCS3-AS1","100505890","SORCS3 antisense RNA 1"
"465","100505893_at","SLIT2-IT1","100505893","SLIT2 intronic transcript 1"
"466","100505894_at","TMEM161B-AS1","100505894","TMEM161B antisense RNA 1"
"467","100505903_at",NA,NA,NA
"468","100505904_at",NA,NA,NA
"469","100505905_at",NA,NA,NA
"470","100505906_at",NA,NA,NA
"471","100505908_at",NA,NA,NA
"472","100505912_at","LOC100505912","100505912","uncharacterized LOC100505912"
"473","100505918_at","LOC100505918","100505918","uncharacterized LOC100505918"
"474","100505920_at","LINC02036","100505920","long intergenic non-protein coding RNA 2036"
"475","100505928_at",NA,NA,NA
"476","100505929_at","LINC01549","100505929","long intergenic non-protein coding RNA 1549"
"477","100505930_at",NA,NA,NA
"478","100505932_at",NA,NA,NA
"479","100505933_at","ADD3-AS1","100505933","ADD3 antisense RNA 1"
"480","100505938_at","LOC100505938","100505938","uncharacterized LOC100505938"
"481","100505942_at","LOC100505942","100505942","uncharacterized LOC100505942"
"482","100505946_at",NA,NA,NA
"483","100505947_at",NA,NA,NA
"484","100505960_at",NA,NA,NA
"485","100505963_at",NA,NA,NA
"486","100505964_at","LINC01304","100505964","long intergenic non-protein coding RNA 1304"
"487","100505967_at","LINC00645","100505967","long intergenic non-protein coding RNA 645"
"488","100505971_at",NA,NA,NA
"489","100505974_at",NA,NA,NA
"490","100505975_at","ENO1-AS1","100505975","ENO1 antisense RNA 1"
"491","100505976_at",NA,NA,NA
"492","100505978_at","LOC100505978","100505978","uncharacterized LOC100505978"
"493","100505983_at",NA,NA,NA
"494","100505985_at","LOC100505985","100505985","uncharacterized LOC100505985"
"495","100505986_at",NA,NA,NA
"496","100505989_at","LINC01207","100505989","long intergenic non-protein coding RNA 1207"
"497","100506003_at",NA,NA,NA
"498","100506012_at","PPP5D1","100506012","PPP5 tetratricopeptide repeat domain containing 1"
"499","100506013_at","APELA","100506013","apelin receptor early endogenous ligand"
"500","100506014_at",NA,NA,NA
"501","100506016_at","LOC100506016","100506016","uncharacterized LOC100506016"
"502","100506021_at",NA,NA,NA
"503","100506025_at","ISPD-AS1","100506025","ISPD antisense RNA 1"
"504","100506029_at",NA,NA,NA
"505","100506030_at",NA,NA,NA
"506","100506034_at",NA,NA,NA
"507","100506046_at","GAS5-AS1","100506046","GAS5 antisense RNA 1"
"508","100506047_at","LOC100506047","100506047","uncharacterized LOC100506047"
"509","100506049_at","LRRC72","100506049","leucine rich repeat containing 72"
"510","100506051_at",NA,NA,NA
"511","100506054_at","RNASEH1-AS1","100506054","RNASEH1 antisense RNA 1"
"512","100506057_at",NA,NA,NA
"513","100506059_at",NA,NA,NA
"514","100506063_at",NA,NA,NA
"515","100506068_at","DACT3-AS1","100506068","DACT3 antisense RNA 1"
"516","100506070_at","RBFADN","100506070","RBFA downstream neighbor (non-protein coding)"
"517","100506071_at","LOC100506071","100506071","uncharacterized LOC100506071"
"518","100506072_at",NA,NA,NA
"519","100506075_at",NA,NA,NA
"520","100506080_at","HMGA1P4","100506080","high mobility group AT-hook 1 pseudogene 4"
"521","100506082_at","LOC100506082","100506082","uncharacterized LOC100506082"
"522","100506083_at","LOC100506083","100506083","uncharacterized LOC100506083"
"523","100506088_at",NA,NA,NA
"524","100506089_at",NA,NA,NA
"525","100506098_at","LOC100506098","100506098","uncharacterized LOC100506098"
"526","100506102_at",NA,NA,NA
"527","100506104_at",NA,NA,NA
"528","100506105_at",NA,NA,NA
"529","100506107_at","LINC02382","100506107","long intergenic non-protein coding RNA 2382"
"530","100506108_at","SIX3-AS1","100506108","SIX3 antisense RNA 1"
"531","100506113_at","LOC100506113","100506113","uncharacterized LOC100506113"
"532","100506115_at","SMIM25","100506115","small integral membrane protein 25"
"533","100506119_at","LINC01503","100506119","long intergenic non-protein coding RNA 1503"
"534","100506120_at",NA,NA,NA
"535","100506122_at","LOC100506122","100506122","uncharacterized LOC100506122"
"536","100506124_at","LOC100506124","100506124","uncharacterized LOC100506124"
"537","100506125_at","LOC100506125","100506125","uncharacterized LOC100506125"
"538","100506126_at","LINC00867","100506126","long intergenic non-protein coding RNA 867"
"539","100506128_at",NA,NA,NA
"540","100506130_at",NA,NA,NA
"541","100506144_at","TMEM35B","100506144","transmembrane protein 35B"
"542","100506154_at",NA,NA,NA
"543","100506161_at","TAF1A-AS1","100506161","TAF1A antisense RNA 1"
"544","100506165_at",NA,NA,NA
"545","100506168_at",NA,NA,NA
"546","100506172_at","LINC01568","100506172","long intergenic non-protein coding RNA 1568"
"547","100506174_at",NA,NA,NA
"548","100506175_at","LOC100506175","100506175","uncharacterized LOC100506175"
"549","100506189_at",NA,NA,NA
"550","100506190_at","LINC00963","100506190","long intergenic non-protein coding RNA 963"
"551","100506195_at","LARGE-AS1","100506195","LARGE antisense RNA 1"
"552","100506201_at",NA,NA,NA
"553","100506206_at",NA,NA,NA
"554","100506207_at","LOC100506207","100506207","uncharacterized LOC100506207"
"555","100506211_at","MIR210HG","100506211","MIR210 host gene"
"556","100506215_at","PAXBP1-AS1","100506215","PAXBP1 antisense RNA 1"
"557","100506216_at",NA,NA,NA
"558","100506219_at",NA,NA,NA
"559","100506226_at",NA,NA,NA
"560","100506229_at","LINC01093","100506229","long intergenic non-protein coding RNA 1093"
"561","100506231_at",NA,NA,NA
"562","100506233_at","RAB30-AS1","100506233","RAB30 antisense RNA 1 (head to head)"
"563","100506236_at","LOC100506236","100506236","uncharacterized LOC100506236"
"564","100506237_at","NKX2-1-AS1","100506237","NKX2-1 antisense RNA 1"
"565","100506238_at",NA,NA,NA
"566","100506243_at","KRBOX1","100506243","KRAB box domain containing 1"
"567","100506245_at",NA,NA,NA
"568","100506247_at",NA,NA,NA
"569","100506251_at",NA,NA,NA
"570","100506252_at",NA,NA,NA
"571","100506258_at","LOC100506258","100506258","uncharacterized LOC100506258"
"572","100506259_at",NA,NA,NA
"573","100506262_at",NA,NA,NA
"574","100506267_at",NA,NA,NA
"575","100506268_at",NA,NA,NA
"576","100506271_at","LOC100506271","100506271","uncharacterized LOC100506271"
"577","100506272_at","LOC100506272","100506272","uncharacterized LOC100506272"
"578","100506274_at","LOC100506274","100506274","uncharacterized LOC100506274"
"579","100506275_at","KRBOX1-AS1","100506275","KRBOX1 antisense RNA 1"
"580","100506286_at","TBC1D8-AS1","100506286","TBC1 domain family member 8 antisense RNA 1"
"581","100506288_at",NA,NA,NA
"582","100506289_at","LOC100506289","100506289","uncharacterized LOC100506289"
"583","100506291_at",NA,NA,NA
"584","100506295_at",NA,NA,NA
"585","100506302_at","LOC100506302","100506302","uncharacterized LOC100506302"
"586","100506311_at","HOTAIRM1","100506311","HOXA transcript antisense RNA, myeloid-specific 1"
"587","100506312_at",NA,NA,NA
"588","100506314_at","LOC100506314","100506314","uncharacterized LOC100506314"
"589","100506319_at","LINC01988","100506319","long intergenic non-protein coding RNA 1988"
"590","100506325_at","SP2-AS1","100506325","SP2 antisense RNA 1"
"591","100506327_at",NA,NA,NA
"592","100506331_at",NA,NA,NA
"593","100506342_at",NA,NA,NA
"594","100506343_at","FAM212B-AS1","100506343","FAM212B antisense RNA 1"
"595","100506348_at",NA,NA,NA
"596","100506351_at",NA,NA,NA
"597","100506354_at","LOC100506354","100506354","uncharacterized LOC100506354"
"598","100506358_at","LOC100506358","100506358","uncharacterized LOC100506358"
"599","100506365_at","OTUD6B-AS1","100506365","OTUD6B antisense RNA 1 (head to head)"
"600","100506368_at","LOC100506368","100506368","uncharacterized LOC100506368"
"601","100506371_at","LINC02091","100506371","long intergenic non-protein coding RNA 2091"
"602","100506373_at",NA,NA,NA
"603","100506374_at","EDDM13","100506374","epididymal protein 13"
"604","100506377_at","LINC00973","100506377","long intergenic non-protein coding RNA 973"
"605","100506379_at",NA,NA,NA
"606","100506380_at","LINC01006","100506380","long intergenic non-protein coding RNA 1006"
"607","100506385_at","LINC01426","100506385","long intergenic non-protein coding RNA 1426"
"608","100506387_at",NA,NA,NA
"609","100506388_at","LOC100506388","100506388","uncharacterized LOC100506388"
"610","100506392_at","SLC16A1-AS1","100506392","SLC16A1 antisense RNA 1"
"611","100506397_at",NA,NA,NA
"612","100506403_at","LOC100506403","100506403","uncharacterized LOC100506403"
"613","100506405_at","LOC100506405","100506405","uncharacterized LOC100506405"
"614","100506406_at","LOC100506406","100506406","uncharacterized LOC100506406"
"615","100506409_at","ELOVL2-AS1","100506409","ELOVL2 antisense RNA 1"
"616","100506413_at","DOCK4-AS1","100506413","DOCK4 antisense RNA 1"
"617","100506414_at",NA,NA,NA
"618","100506415_at",NA,NA,NA
"619","100506418_at",NA,NA,NA
"620","100506419_at",NA,NA,NA
"621","100506421_at","LINC01158","100506421","long intergenic non-protein coding RNA 1158"
"622","100506425_at",NA,NA,NA
"623","100506428_at","CBR3-AS1","100506428","CBR3 antisense RNA 1"
"624","100506430_at",NA,NA,NA
"625","100506431_at","LOC100506431","100506431","B2 RNA"
"626","100506433_at","LINC00648","100506433","long intergenic non-protein coding RNA 648"
"627","100506436_at","SPAG5-AS1","100506436","SPAG5 antisense RNA 1"
"628","100506439_at",NA,NA,NA
"629","100506446_at","LOC100506446","100506446","uncharacterized LOC100506446"
"630","100506457_at","MIR3681HG","100506457","MIR3681 host gene"
"631","100506459_at","LOC100506459","100506459","uncharacterized LOC100506459"
"632","100506462_at","SRD5A3-AS1","100506462","SRD5A3 antisense RNA 1"
"633","100506465_at","LINC01234","100506465","long intergenic non-protein coding RNA 1234"
"634","100506469_at","TMEM147-AS1","100506469","TMEM147 antisense RNA 1"
"635","100506470_at","LINC01718","100506470","long intergenic non-protein coding RNA 1718"
"636","100506473_at","LOC100506473","100506473","uncharacterized LOC100506473"
"637","100506475_at","EGFLAM-AS2","100506475","EGFLAM antisense RNA 2"
"638","100506476_at","LOC100506476","100506476","uncharacterized LOC100506476"
"639","100506480_at",NA,NA,NA
"640","100506484_at",NA,NA,NA
"641","100506485_at",NA,NA,NA
"642","100506489_at","LOC100506489","100506489","uncharacterized LOC100506489"
"643","100506492_at","DSCAM-AS1","100506492","DSCAM antisense RNA 1"
"644","100506494_at",NA,NA,NA
"645","100506495_at","LIFR-AS1","100506495","LIFR antisense RNA 1"
"646","100506496_at",NA,NA,NA
"647","100506497_at","LOC100506497","100506497","uncharacterized LOC100506497"
"648","100506498_at","LINC02274","100506498","long intergenic non-protein coding RNA 2274"
"649","100506502_at",NA,NA,NA
"650","100506504_at","PRKCZ-AS1","100506504","PRKCZ antisense RNA 1"
"651","100506521_at",NA,NA,NA
"652","100506526_at","C5orf64-AS1","100506526","C5orf64 antisense RNA 1"
"653","100506527_at","LINC01007","100506527","long intergenic non-protein coding RNA 1007"
"654","100506530_at","LINC02349","100506530","long intergenic non-protein coding RNA 2349"
"655","100506540_at","SPTY2D1-AS1","100506540","SPTY2D1 antisense RNA 1"
"656","100506542_at","LINC01082","100506542","long intergenic non-protein coding RNA 1082"
"657","100506546_at",NA,NA,NA
"658","100506548_at","LOC100506548","100506548","uncharacterized LOC100506548"
"659","100506553_at",NA,NA,NA
"660","100506555_at","PVRL3-AS1","100506555","PVRL3 antisense RNA 1"
"661","100506557_at","LOC100506557","100506557","uncharacterized LOC100506557"
"662","100506558_at",NA,NA,NA
"663","100506559_at",NA,NA,NA
"664","100506561_at",NA,NA,NA
"665","100506571_at","LOC100506571","100506571","uncharacterized LOC100506571"
"666","100506577_at",NA,NA,NA
"667","100506581_at","C16orf95","100506581","chromosome 16 open reading frame 95"
"668","100506582_at",NA,NA,NA
"669","100506585_at","LOC100506585","100506585","uncharacterized LOC100506585"
"670","100506591_at",NA,NA,NA
"671","100506597_at",NA,NA,NA
"672","100506599_at","PPP1R26-AS1","100506599","PPP1R26 antisense RNA 1"
"673","100506606_at","LOC100506606","100506606","uncharacterized LOC100506606"
"674","100506609_at",NA,NA,NA
"675","100506622_at","LINC00540","100506622","long intergenic non-protein coding RNA 540"
